path,category,domains,ext,bytes,lines,thirdPartyVendor,binary,reviewPriority,readinessConcern,todo,fixme,hack,localStorage,sessionStorage,indexedDb,stub,mock,demo,legacy
docs/security/generated/api-security-manifest-reviewed-deltas.d/0261-admin-auth-provider-control-plane.json,security-doc,auth-session|admin-control-plane|news-growth|ops-launch-evidence,.json,6133,163,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/api-security-manifest-reviewed-deltas.d/0261-tenant-product-entitlement.json,security-doc,tenant-principal|ops-launch-evidence,.json,19005,352,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/api-security-manifest-reviewed-deltas.d/0262-tenant-product-entitlement-academy-surface.json,security-doc,tenant-principal|academy-mentor|ops-launch-evidence,.json,30812,651,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/api-security-manifest-reviewed-deltas.d/0263-admin-auth-provider-review-decisions.json,security-doc,auth-session|admin-control-plane|news-growth|ops-launch-evidence,.json,2973,76,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/api-security-manifest-reviewed-deltas.d/0263-student-global-reads-bound-principal.json,security-doc,tenant-principal|academy-mentor|ops-launch-evidence,.json,6119,143,false,false,P1-evidence-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,2
docs/security/generated/api-security-manifest-reviewed-deltas.json,security-doc,ops-launch-evidence,.json,10977,2,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/api-security-manifest.json,security-doc,ops-launch-evidence,.json,130867,4244,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/sensitive-mutation-audit-domain-inventory.json,security-doc,ops-launch-evidence,.json,11673,90,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/generated/tenant-principal-isolation-inventory.json,security-doc,tenant-principal,.json,7514,208,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/social-arena-evidence-inventory.json,security-doc,community-arena|ops-launch-evidence,.json,12427,254,false,false,P1-evidence-review,browser-persistence-marker|legacy-boundary-marker,0,0,0,3,0,0,0,0,2,3
docs/security/student-derived-table-classification.json,security-doc,academy-mentor,.json,10866,174,false,false,P1-evidence-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,2
docs/security/tenant-principal-isolation-exceptions.json,security-doc,tenant-principal,.json,1914,42,false,false,P1-evidence-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,2
docs/security/tenant-principal-isolation-inventory.source.json,security-doc,tenant-principal,.json,6259,194,false,false,P1-evidence-review,,0,0,0,0,0,0,0,0,0,0
docs/security/tenant-scoped-table-registry.json,security-doc,tenant-principal,.json,34090,414,false,false,P1-evidence-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,4
docs/trading/TRADING_ARENA_EXECUTION_V2_CONTRACT.md,documentation,community-arena,.md,6658,190,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,3
docs/ui/PUBLIC_UI_INTERACTION_FOUNDATION.md,documentation,public-ui,.md,2038,31,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ui/TECPEY_DESIGN_SYSTEM_FOUNDATION.md,documentation,public-ui,.md,8496,131,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ui/TECPEY_OFFICIAL_BRAND_ASSET_LOCKDOWN.md,documentation,public-ui,.md,1631,34,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
docs/ui/TECPEY_VISUAL_IDENTITY_ARENA_MENTOR_DISCOVERY_AUDIT.md,documentation,academy-mentor|community-arena|ops-launch-evidence|public-ui,.md,16449,373,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
ecosystem.config.cjs,repo-config-or-root,,.cjs,398,21,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
eslint-suppressions.json,repo-config-or-root,,.json,3979,163,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
eslint.config.mjs,repo-config-or-root,,.mjs,1256,45,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
migrations/0001_initial_schema.sql,migration,,.sql,12908,334,false,false,P1-release-guard-review,,0,0,0,0,0,0,0,0,0,0
migrations/README.md,migration,,.md,2700,57,false,false,P1-release-guard-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,1
next.config.ts,repo-config-or-root,,.ts,2715,68,false,false,P2-general-review,legacy-boundary-marker,0,0,0,0,0,0,0,0,0,2
package-lock.json,repo-config-or-root,,.json,323567,9258,false,false,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
package.json,repo-config-or-root,,.json,23826,220,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
postcss.config.mjs,repo-config-or-root,,.mjs,94,8,false,false,P2-general-review,,0,0,0,0,0,0,0,0,0,0
public/android-chrome-192x192.png,public-asset,,.png,17351,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/android-chrome-512x512.png,public-asset,,.png,86409,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/apple-touch-icon.png,public-asset,,.png,15728,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/assets/trust/blockchain-association.png,public-asset,,.png,125906,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/assets/trust/enamad.png,public-asset,,.png,37907,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/assets/trust/mojavez.png,public-asset,,.png,41648,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/assets/trust/samandehi.png,public-asset,,.png,26033,,false,true,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/brand-ai-context.txt,public-asset,,.txt,332,3,false,false,P3-asset-or-vendor-review,,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1033.5197f9f8b8500206d06c.css,third-party-vendor-asset,,.css,243,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1033.5197f9f8b8500206d06c.rtl.css,third-party-vendor-asset,,.css,243,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1109.b1ced88f4a839badfff1.css,third-party-vendor-asset,,.css,7409,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1109.b1ced88f4a839badfff1.rtl.css,third-party-vendor-asset,,.css,7409,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1553.c076714f5e24887f0b94.js,third-party-vendor-asset,,.js,20172,7,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1740.4c61de525e940eee4f3c.js,third-party-vendor-asset,,.js,18826,7,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1762.7ff6b353c441db2276da.css,third-party-vendor-asset,,.css,858,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1762.7ff6b353c441db2276da.rtl.css,third-party-vendor-asset,,.css,858,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1803.4653bb65d2b0d594d6af.css,third-party-vendor-asset,,.css,21181,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/1803.4653bb65d2b0d594d6af.rtl.css,third-party-vendor-asset,,.css,21181,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2052.e9d07fdfb896fca26166.js,third-party-vendor-asset,,.js,21670,8,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2109.4d5de3fbde1cd7dc5e9f.css,third-party-vendor-asset,,.css,4912,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2109.4d5de3fbde1cd7dc5e9f.rtl.css,third-party-vendor-asset,,.css,4924,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2191.bb0aa12f5e562fd483f3.css,third-party-vendor-asset,,.css,31349,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2191.bb0aa12f5e562fd483f3.rtl.css,third-party-vendor-asset,,.css,31351,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2260.b98824e4829a1aa9b444.css,third-party-vendor-asset,,.css,1176,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2260.b98824e4829a1aa9b444.rtl.css,third-party-vendor-asset,,.css,1177,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2443.66f44a8bfe8d49aaeaee.js,third-party-vendor-asset,,.js,8033,3,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2486.82c7dba4839761a57f28.css,third-party-vendor-asset,,.css,11554,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2486.82c7dba4839761a57f28.rtl.css,third-party-vendor-asset,,.css,11568,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2544.225f38946afc6ad55a35.js,third-party-vendor-asset,,.js,14558,5,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2587.1f1100dc01693edfe269.css,third-party-vendor-asset,,.css,967,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2587.1f1100dc01693edfe269.rtl.css,third-party-vendor-asset,,.css,966,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2639.7b1d42eef7b89e0e96d3.css,third-party-vendor-asset,,.css,57906,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2639.7b1d42eef7b89e0e96d3.rtl.css,third-party-vendor-asset,,.css,57932,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2666.fbb750fd312778403036.css,third-party-vendor-asset,,.css,0,0,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2666.fbb750fd312778403036.rtl.css,third-party-vendor-asset,,.css,0,0,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2676.2d3cabbd39a3b0d6e9ea.css,third-party-vendor-asset,,.css,1373,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2676.2d3cabbd39a3b0d6e9ea.rtl.css,third-party-vendor-asset,,.css,1372,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2731.ec19f123cabf8efd03a4.css,third-party-vendor-asset,,.css,2219,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2731.ec19f123cabf8efd03a4.rtl.css,third-party-vendor-asset,,.css,2219,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/2846.fbbd62afe04b4f9387f2.js,third-party-vendor-asset,,.js,35885,13,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3066.58a325f25b087530293d.css,third-party-vendor-asset,,.css,7204,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3066.58a325f25b087530293d.rtl.css,third-party-vendor-asset,,.css,7205,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3263.238cd2d620e004adee5a.js,third-party-vendor-asset,,.js,20962,7,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3353.860146c59230ab4bd938.css,third-party-vendor-asset,,.css,34222,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3353.860146c59230ab4bd938.rtl.css,third-party-vendor-asset,,.css,34214,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3502.c49903f7222870ff8aca.css,third-party-vendor-asset,,.css,4587,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3502.c49903f7222870ff8aca.rtl.css,third-party-vendor-asset,,.css,4590,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3610.11b7ad14e26429fdfa5d.css,third-party-vendor-asset,,.css,3067,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3610.11b7ad14e26429fdfa5d.rtl.css,third-party-vendor-asset,,.css,3068,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3717.856421c70a4dff35762a.css,third-party-vendor-asset,,.css,3101,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3717.856421c70a4dff35762a.rtl.css,third-party-vendor-asset,,.css,3100,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3780.a289557f2e0bcabcc4ca.css,third-party-vendor-asset,,.css,10977,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3780.a289557f2e0bcabcc4ca.rtl.css,third-party-vendor-asset,,.css,10993,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3842.8cf6b523fd5a5b6fb022.css,third-party-vendor-asset,,.css,1112,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3842.8cf6b523fd5a5b6fb022.rtl.css,third-party-vendor-asset,,.css,1113,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3896.96db838d3467bcf68051.css,third-party-vendor-asset,,.css,7416,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3896.96db838d3467bcf68051.rtl.css,third-party-vendor-asset,,.css,7409,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3914.d2b6c577f350629b6837.css,third-party-vendor-asset,,.css,14030,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3914.d2b6c577f350629b6837.rtl.css,third-party-vendor-asset,,.css,14033,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3939.4d0187960a564ff5a557.css,third-party-vendor-asset,,.css,587,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3939.4d0187960a564ff5a557.rtl.css,third-party-vendor-asset,,.css,587,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3980.b2ff45a2d8bb6a131d7c.css,third-party-vendor-asset,,.css,4148,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3980.b2ff45a2d8bb6a131d7c.rtl.css,third-party-vendor-asset,,.css,4150,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/3986.b50fcad4f1b77533bda7.js,third-party-vendor-asset,,.js,27985,10,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4015.1d0e3a62a59d173c81f3.css,third-party-vendor-asset,,.css,1196,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4015.1d0e3a62a59d173c81f3.rtl.css,third-party-vendor-asset,,.css,1196,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4062.9229fac3ef3db26fd5bc.js,third-party-vendor-asset,,.js,100551,33,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4102.4abd8542fa3aa3e7fd5d.css,third-party-vendor-asset,auth-session,.css,36214,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4102.4abd8542fa3aa3e7fd5d.rtl.css,third-party-vendor-asset,auth-session,.css,36218,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4215.d24836a292b1969ab4bb.css,third-party-vendor-asset,,.css,336,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4215.d24836a292b1969ab4bb.rtl.css,third-party-vendor-asset,,.css,338,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4370.18ca7d93e5073f0446c0.js,third-party-vendor-asset,,.js,7927,3,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4403.bf44a542113a4440984b.js,third-party-vendor-asset,,.js,25208,9,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4648.7172f75bb866b3438c6f.js,third-party-vendor-asset,,.js,82260,28,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4713.d82fc553d710da1606f0.js,third-party-vendor-asset,,.js,62961,21,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4781.cf1365a3bf51d9989978.css,third-party-vendor-asset,,.css,2035,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4781.cf1365a3bf51d9989978.rtl.css,third-party-vendor-asset,,.css,2035,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4788.3cff897925f7a8dbc837.css,third-party-vendor-asset,,.css,5591,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4788.3cff897925f7a8dbc837.rtl.css,third-party-vendor-asset,,.css,5591,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4894.99d4c2794da9feef3c70.css,third-party-vendor-asset,,.css,13829,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4894.99d4c2794da9feef3c70.rtl.css,third-party-vendor-asset,,.css,13934,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4987.ca5d16a7e990d39bfb0e.css,third-party-vendor-asset,,.css,4948,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/4987.ca5d16a7e990d39bfb0e.rtl.css,third-party-vendor-asset,,.css,4949,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5057.5382614553878fcf337d.js,third-party-vendor-asset,,.js,10154,4,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5128.57de9f218989cee8119d.js,third-party-vendor-asset,,.js,24351,8,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5142.2c34c8656148cc5203b7.js,third-party-vendor-asset,,.js,105641,32,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5145.a2b224fd27ab2941c565.css,third-party-vendor-asset,,.css,130,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5145.a2b224fd27ab2941c565.rtl.css,third-party-vendor-asset,,.css,130,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5163.950dd1d584f76da1ed3b.css,third-party-vendor-asset,,.css,3312,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5163.950dd1d584f76da1ed3b.rtl.css,third-party-vendor-asset,,.css,3312,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5164.a45b25a7ca6a0c16f810.js,third-party-vendor-asset,,.js,11355,4,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5166.a12c50ad6225ca6de843.css,third-party-vendor-asset,,.css,715,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5166.a12c50ad6225ca6de843.rtl.css,third-party-vendor-asset,,.css,716,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/524.ef662c4bc3e57dd91171.css,third-party-vendor-asset,,.css,341,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/524.ef662c4bc3e57dd91171.rtl.css,third-party-vendor-asset,,.css,342,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5649.b60ed09c5ea8c55827d4.css,third-party-vendor-asset,,.css,1002,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5649.b60ed09c5ea8c55827d4.rtl.css,third-party-vendor-asset,,.css,1001,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5664.87e81959e880fa8ba65d.js,third-party-vendor-asset,,.js,38923,10,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5866.f164dd2a584ab0f493cf.css,third-party-vendor-asset,,.css,1652,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5866.f164dd2a584ab0f493cf.rtl.css,third-party-vendor-asset,,.css,1652,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5940.aedc1bdbd324e6042b17.css,third-party-vendor-asset,,.css,25535,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5940.aedc1bdbd324e6042b17.rtl.css,third-party-vendor-asset,,.css,25568,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5983.3c0ae13972f5d3433a77.js,third-party-vendor-asset,,.js,17812,6,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5993.4705829d0834140ee3f2.css,third-party-vendor-asset,,.css,6773,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/5993.4705829d0834140ee3f2.rtl.css,third-party-vendor-asset,,.css,6769,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6.362fa6a7ab1f3e3b06c4.css,third-party-vendor-asset,auth-session,.css,255,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6.362fa6a7ab1f3e3b06c4.rtl.css,third-party-vendor-asset,auth-session,.css,256,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6025.263b457b1a7f9ca139b2.css,third-party-vendor-asset,,.css,969,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6025.263b457b1a7f9ca139b2.rtl.css,third-party-vendor-asset,,.css,969,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6036.3b493a9f0ab052e6447c.css,third-party-vendor-asset,,.css,390,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6036.3b493a9f0ab052e6447c.rtl.css,third-party-vendor-asset,,.css,390,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6106.f01163745d787b60c86c.css,third-party-vendor-asset,,.css,5130,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6106.f01163745d787b60c86c.rtl.css,third-party-vendor-asset,,.css,5130,1,true,false,P3-asset-or-vendor-review,third-party-vendor-bundle,0,0,0,0,0,0,0,0,0,0
public/charting_library/bundles/6150.bda60280b05cea478076.css,third-party-vendor-asset,,.css,79103,1,true,false,P3-asset-or-vendor-review,stub-marker|third-party-vendor-bundle,0,0,0,0,0,0,25,0,0,0
public/charting_library/bundles/6150.bda60280b05cea478076.rtl.css,third-party-vendor-asset,,.css,79227,1,true,false,P3-asset-or-vendor-review,stub-marker|third-party-vendor-bundle,0,0,0,0,0,0,25,0,0,0
